R0119 | Fetch | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0125 | Capital One Shopping | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0126 | Honey (PayPal Honey) | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0127 | Piggy | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0128 | RetailMeNot | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0129 | Slickdeals Cashback | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0130 | CouponCabin | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0131 | BeFrugal | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0132 | Mr. Rebates | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0133 | Extrabux | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0134 | RebatesMe | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0135 | GoCashBack | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0136 | MaxRebates | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0137 | Pennyful | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0138 | FatWallet | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0139 | MyPoints | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0141 | InboxDollars | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0142 | SendEarnings | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0143 | CashCrate | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0144 | PrizeRebel | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0145 | GrabPoints | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0146 | Idle-Empire | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0147 | Reward XP | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0148 | Lootup | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0149 | ySense | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0150 | Toluna Influencers | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0152 | Microsoft Rewards | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0153 | Samsung Rewards | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0154 | Shopkick | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0155 | Fetch eReceipts | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0356 | Samsung Rewards | Use Samsung Pay, buy Samsung products, use apps, earn points | Media/Music
R0357 | Shopkick | Open app in participating stores, scan products, make purchases | Media/Music
R0358 | CheckPoints | Open app in stores, scan barcodes, earn points | Media/Music
R0359 | MobiSave (Fetch eReceipts) | Connect email, earn automatic cash back on e-receipts | Media/Music
R0360 | Receipt Hog | Scan any receipt, earn coins, convert to cash | Media/Music
R0361 | Receipt Pal | Scan receipts, earn points, convert to gift cards | Media/Music
R0362 | Yaarlo | Scan receipts, shop through portal, earn cash back | Media/Music
R0363 | CoinOut | Scan any receipt, earn cash back, cash out | Media/Music
R0364 | GetUpside (Media/Restaurant) | Claim offer before dining, pay with linked card, earn cash back | Media/Music
R0151 | Qmee | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0193 | Qmee | Take surveys, earn from search results | Survey
R0494 | Sweatcoin | Install app, walk, earn coins passively | Other Online
R0116 | Rakuten | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0118 | Ibotta | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0345 | Coinbase Earn | Watch short videos, take quiz, receive crypto | Crypto Reward
R0346 | CoinMarketCap Earn | Watch videos, take quiz, receive crypto to wallet | Crypto Reward
R0347 | Binance Learn and Earn | Read articles/watch videos, take quiz, receive crypto | Crypto Reward
R0348 | CoinList Earn | Complete learning tasks, receive crypto tokens | Crypto Reward
R0349 | Phemex Learn and Earn | Read articles, take quiz, receive crypto | Crypto Reward
R0350 | Bybit Learn and Earn | Watch videos/read, take quiz, receive crypto | Crypto Reward
R0351 | KuCoin Learn and Earn | Read articles, take quiz, receive crypto | Crypto Reward
R0352 | Bitget Learn and Earn | Complete learning tasks, receive crypto | Crypto Reward
R0353 | Revolut Learn and Earn | Complete courses, receive crypto in Revolut app | Crypto Reward
R0354 | Gemini Crypto Earn | Hold crypto in Gemini Earn, earn interest | Crypto Reward
R0012 | Coinbase | Sign up for Coinbase, complete KYC, watch educational videos to earn free crypto, check for signup bonus | Prediction Market
R0140 | Swagbucks | Sign up, link card or click through before shopping, scan receipts, earn cash back on planned purchases | Cashback/Shopping
R0498 | Achievement (Evidation) | Connect health apps, earn points for activity | Other Online
R0208 | SurveyTime | Take surveys, earn $1 instantly | Survey
R0188 | Prime Opinion | Take surveys, earn cash | Survey
R0190 | Eureka Surveys | Take surveys, earn cash | Survey
R0098 | Chime | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0325 | Cash App Referral | Share referral link, friend signs up and links bank, sends first payment | App Referral
R0326 | Venmo Referral | Share referral link, friend signs up and makes first payment | App Referral
R0327 | PayPal Referral | Share referral link, friend signs up and links bank, makes first payment | App Referral
R0328 | Robinhood Referral | Share referral link, friend opens account and links bank, makes qualifying deposit | App Referral
R0329 | SoFi Referral | Share referral link, friend opens account and meets requirements | App Referral
R0330 | Chime Referral | Share referral link, friend opens account and receives qualifying direct deposit | App Referral
R0331 | Rakuten Referral | Share referral link, friend signs up and makes qualifying purchase | App Referral
R0332 | Ibotta Referral | Share referral link, friend signs up and redeems first offer | App Referral
R0333 | Fetch Referral | Share referral code, friend signs up and scans first receipt | App Referral
R0334 | Upside Referral | Share referral link, friend signs up and makes first qualifying purchase | App Referral
R0335 | Dosh Referral | Share referral link, friend signs up and links card | App Referral
R0336 | Drop Referral | Share referral link, friend signs up and links card | App Referral
R0337 | Mistplay Referral | Share referral code, friend signs up and plays first game | App Referral
R0338 | Freecash Referral | Share referral link, friend signs up and completes first offer | App Referral
R0339 | Swagbucks Referral | Share referral link, friend signs up and earns first SB | App Referral
R0340 | InboxDollars Referral | Share referral link, friend signs up and completes first task | App Referral
R0341 | MyPoints Referral | Share referral link, friend signs up and earns first points | App Referral
R0342 | Prolific Referral | Share referral link, friend signs up and completes first study | App Referral
R0343 | UserTesting Referral | Share referral link, friend applies and passes practice test | App Referral
R0344 | Coinbase Referral | Share referral link, friend signs up and makes qualifying trade | App Referral
R0156 | Freecash | Complete offers, install games, reach milestones | Game/Offerwall
R0157 | Swagbucks Games | Play games and reach milestones within time limit | Game/Offerwall
R0158 | KashKick | Install and play games to reach milestones | Game/Offerwall
R0159 | InboxDollars Games | Play games, reach milestones, complete offers | Game/Offerwall
R0160 | MyPoints Games | Play games through MyPoints portal | Game/Offerwall
R0161 | Mistplay | Play games, earn units per minute of playtime | Game/Offerwall
R0162 | Rewarded Play | Play games, earn points for playtime and milestones | Game/Offerwall
R0163 | JustPlay | Play games, earn coins per session | Game/Offerwall
R0164 | Cash Giraffe | Play games, earn points for playtime | Game/Offerwall
R0165 | Money Well | Play games, earn points for playtime | Game/Offerwall
R0166 | AppStation | Play games, earn coins per minute | Game/Offerwall
R0167 | PlaytestCloud | Apply, get matched to a game, play and record feedback | Game/Offerwall
R0168 | BetaFamily | Apply for beta tests, test apps, provide feedback | Game/Offerwall
R0169 | Playtesters (Global) | Apply, get matched, test games and provide feedback | Game/Offerwall
R0170 | Game Testers | Apply, complete game tests, provide structured feedback | Game/Offerwall
R0171 | PrizeRebel Games | Play games, reach milestones | Game/Offerwall
R0172 | GrabPoints Games | Play games, reach milestones | Game/Offerwall
R0173 | Reward XP Games | Play games, reach milestones within time limit | Game/Offerwall
R0174 | Lootup Games | Play games, reach milestones | Game/Offerwall
R0175 | ySense Games | Play games, reach milestones | Game/Offerwall
R0176 | Toluna Games | Play games, earn points | Game/Offerwall
R0177 | Coin Pop | Play games, earn coins per minute | Game/Offerwall
R0178 | Fitplay | Play games, earn points per minute | Game/Offerwall
R0179 | AppKarma | Play games, try apps, earn points | Game/Offerwall
R0180 | AppNana | Download apps, earn nanas | Game/Offerwall
R0181 | FeaturePoints | Download and try apps, earn points | Game/Offerwall
R0182 | FreeMyApps | Download apps, earn credits | Game/Offerwall
R0183 | AppBounty | Download apps, earn points | Game/Offerwall
R0184 | Make Money (Free Cash) | Complete tasks, surveys, offers | Game/Offerwall
R0185 | Survey Junkie Pulse | Install browser extension, browse normally, earn points | Game/Offerwall
R0186 | Survey Junkie | Take surveys, earn points | Survey
R0187 | Branded Surveys | Take surveys, earn points | Survey
R0189 | Five Surveys | Complete surveys in batches of 5 | Survey
R0191 | Survey Pop | Take surveys, earn cash | Survey
R0192 | AttaPoll | Take surveys on phone, earn cash | Survey
R0194 | Toluna Influencers | Take surveys, test products, earn points | Survey
R0195 | LifePoints | Take surveys, earn points | Survey
R0196 | InboxDollars Surveys | Take surveys, earn cash | Survey
R0197 | MyPoints Surveys | Take surveys, earn points | Survey
R0198 | Swagbucks Surveys | Take surveys, earn SB | Survey
R0200 | Opinion Outpost | Take surveys, earn points | Survey
R0201 | YouGov | Take surveys, earn points | Survey
R0202 | iPsos iSay | Take surveys, earn points | Survey
R0203 | Maru Springboard | Take surveys, earn points | Survey
R0204 | PrizeRebel Surveys | Take surveys, earn points | Survey
R0205 | GrabPoints Surveys | Take surveys, earn points | Survey
R0206 | ySense Surveys | Take surveys, earn cash | Survey
R0207 | Superpay.me | Take surveys, complete offers, earn cash | Survey
R0209 | PaidViewpoint | Complete trait surveys and market research surveys | Survey
R0210 | Panel App | Take surveys, allow location tracking, earn points | Survey
R0211 | National Consumer Panel | Scan grocery purchases, earn points | Survey
R0212 | Nielsen Computer Panel | Install Nielsen software, earn rewards passively | Survey
R0213 | Nielsen Mobile Panel | Install Nielsen mobile app, earn rewards passively | Survey
R0214 | Clickworker | Complete microtasks, earn cash | Survey
R0215 | OneForma | Complete microtasks, AI training, earn cash | Survey
R0216 | Microworkers | Complete small tasks (data entry, web research, social media tasks) | Survey
R0217 | RapidWorkers | Complete small tasks, earn cash | Survey
R0218 | SproutGigs | Complete microtasks (social media, web research, data entry) | Survey
R0219 | SEOClerks | Complete SEO, social media, and marketing tasks | Survey
R0295 | MissingMoney.com | Search by name and state, file claim with documentation | Unclaimed/Recovery
R0296 | Unclaimed.org (NAUPA) | Select your state, search, file claim | Unclaimed/Recovery
R0297 | Treasury Direct (Treasury Hunt) | Search by SSN, claim uncashed bonds | Unclaimed/Recovery
R0298 | PBGC Pension Search | Search by name and employer, file claim | Unclaimed/Recovery
R0299 | FDIC Unclaimed Funds | Search by name, claim unclaimed deposits | Unclaimed/Recovery
R0300 | NCUA Unclaimed Shares | Search by name, claim unclaimed shares | Unclaimed/Recovery
R0301 | IRS Tax Refund Search | Use IRS Where's My Refund tool, update address | Unclaimed/Recovery
R0302 | Class Action Settlements | Search settlement databases, file claim with proof of purchase | Unclaimed/Recovery
R0303 | Top Class Actions | Search by category, file claims, track payouts | Unclaimed/Recovery
R0304 | Open Class Action Lawsuits | Search for open settlements, file claims | Unclaimed/Recovery
R0305 | FTC Refunds | Search FTC refund database, file claim if eligible | Unclaimed/Recovery
R0306 | State AG Restitution | Search your state AG website, file claim if eligible | Unclaimed/Recovery
R0307 | SEC Claims | Search SEC claims database, file if eligible | Unclaimed/Recovery
R0308 | Recall.gov | Search recalls, file for refund or replacement | Unclaimed/Recovery
R0309 | CPSC Recalls | Search CPSC recalls, file for refund or replacement | Unclaimed/Recovery
R0096 | SoFi | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0097 | SoFi Personal Loan | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0099 | Current | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0100 | Varo | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0101 | Dave | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0102 | Albert | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0103 | Upgrade | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0104 | HMBradley | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0105 | Lili | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0106 | Found | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0107 | Novo | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0108 | Mercury | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0109 | Cash App | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0110 | Venmo | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0111 | PayPal | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0112 | Zelle (via bank) | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0113 | Wise | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0114 | Revolut | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0115 | Brex | Open account via referral/promo link, verify identity, link bank, complete qualifying actions | Fintech/Neobank
R0199 | Pinecone Research | Receive survey invitations, complete them | Survey
R0430 | SoFi Savings Bonus | Open SoFi Savings, deposit qualifying amount within set window | Other Online
R0431 | Ally Savings Bonus | Open Ally Savings, deposit qualifying amount | Other Online
R0432 | Marcus by Goldman Sachs Savings | Open Marcus Savings, deposit qualifying amount | Other Online
R0433 | Discover Savings Bonus | Open Discover Savings, deposit qualifying amount within set window | Other Online
R0434 | Capital One 360 Savings | Open 360 Savings, deposit qualifying amount | Other Online
R0435 | American Express HYSA | Open Amex HYSA, deposit qualifying amount | Other Online
R0436 | Raisin Savings Marketplace | Open account through Raisin, deposit at partner bank, earn bonus | Other Online
R0437 | Raisin CD Promotion | Open CD through Raisin, deposit qualifying amount, earn bonus | Other Online
R0438 | Coin Pop | Play games, earn coins per minute | Other Online
R0439 | Fitplay | Play games, earn points per minute | Other Online
R0440 | AppKarma | Play games, try apps, earn points | Other Online
R0441 | FeaturePoints | Download and try apps, earn points | Other Online
R0442 | FreeMyApps | Download apps, earn credits | Other Online
R0443 | AppBounty | Download apps, earn points | Other Online
R0444 | AppNana | Download apps, earn nanas | Other Online
R0445 | CashMagnet | Install app, let it run in background, earn passively | Other Online
R0447 | Panel App | Take surveys, share location, earn points | Other Online
R0448 | National Consumer Panel | Scan grocery purchases with app or scanner | Other Online
R0449 | Nielsen Computer Panel | Install Nielsen software, earn passively | Other Online
R0450 | Nielsen Mobile Panel | Install Nielsen app, earn passively | Other Online
R0451 | Smart Panel (Smart App) | Install Smart Panel app, keep running, earn monthly | Other Online
R0452 | SavvyConnect | Install SavvyConnect, earn monthly for keeping it running | Other Online
R0453 | Digital Voice Panel | Install app, keep running, earn passively | Other Online
R0454 | Ibotta Browser Extension | Install browser extension, earn automatically on eligible purchases | Other Online
R0455 | Rakuten Browser Extension | Install browser extension, earn automatically | Other Online
R0456 | Honey Gold Browser Extension | Install browser extension, earn automatically | Other Online
R0457 | Capital One Shopping Extension | Install browser extension, earn automatically | Other Online
R0458 | Wikibuy (Capital One) | Install extension, earn automatically on purchases | Other Online
R0459 | Pouch Browser Extension | Install extension, auto-applies coupons at checkout | Other Online
R0460 | Slickdeals Cashback Extension | Install extension, earn automatically + see deals | Other Online
R0461 | CouponCabin Browser Extension | Install extension, earn automatically | Other Online
R0462 | BeFrugal Browser Extension | Install extension, earn automatically | Other Online
R0463 | Mr. Rebates Browser Extension | Install extension, earn automatically | Other Online
R0464 | Extrabux Browser Extension | Install extension, earn automatically | Other Online
R0465 | RebatesMe Browser Extension | Install extension, earn automatically | Other Online
R0466 | GoCashBack Extension | Install extension, earn automatically | Other Online
R0467 | MaxRebates Extension | Install extension, earn automatically | Other Online
R0468 | Lemonade Browser Extension | Install extension, earn automatically | Other Online
R0469 | Aspiration | Open account, complete qualifying actions | Other Online
R0470 | N26 | Open account, complete qualifying actions | Other Online
R0471 | Monzo | Open account, complete qualifying actions | Other Online
R0472 | Tomo | Open account, complete qualifying actions | Other Online
R0473 | X1 Card | Apply for card, complete qualifying actions | Other Online
R0474 | Petalfin | Apply for card, complete qualifying actions | Other Online
R0475 | Cred.ai | Open account, complete qualifying actions | Other Online
R0478 | Instagram Reels Bonus | Create Reels, meet eligibility, earn from views | Other Online
R0479 | Snapchat Spotlight | Create Spotlight snaps, meet eligibility, earn from views | Other Online
R0480 | X (Twitter) Creator Ads Revenue | Meet eligibility, join creator ads revenue sharing, earn | Other Online
R0481 | Twitch Affiliate | Meet affiliate requirements, enable monetization | Other Online
R0482 | Patreon | Create Patreon page, set tiers, deliver perks | Other Online
R0483 | Ko-fi | Create Ko-fi page, share link, receive tips | Other Online
R0484 | Buy Me a Coffee | Create BMC page, share link, receive tips | Other Online
R0485 | Substack | Create Substack, set subscription price, write content | Other Online
R0487 | Etsy Digital Products | Create Etsy shop, list digital products, fulfill orders | Other Online
R0488 | Creative Market | Create shop, upload design assets, set prices | Other Online
R0489 | Envato Market | Create author account, upload assets, set prices | Other Online
R0492 | TaskRabbit (Online Tasks) | Create Tasker profile, offer online tasks, complete work | Other Online
R0493 | Thumbtack (Online Services) | Create profile, quote on requests, deliver services | Other Online
R0497 | StepBet | Join a bet, pay entry fee, hit step goals, split pot | Other Online
R0499 | Miles App | Install app, travel, earn miles passively | Other Online
R0500 | S'mores | Install lock screen app, earn points for unlocking phone | Other Online
R0501 | Slidejoy | Install lock screen app, earn passively | Other Online
R0502 | Fronto | Install lock screen app, earn passively | Other Online
R0503 | AdMe | Install lock screen app, earn passively | Other Online
R0504 | ScreenLift | Install lock screen app, earn passively | Other Online
R0505 | InboxDollars Mobile | Install app, read sponsored emails, earn cash | Other Online
R0506 | SendEarnings Mobile | Install app, read sponsored emails, earn cash | Other Online
R0507 | MyPoints Mobile | Install app, read sponsored emails, earn points | Other Online
R0508 | Swagbucks Mobile | Install app, complete daily activities, earn SB | Other Online
R0509 | Microsoft Rewards Mobile | Use Bing search on mobile, earn points | Other Online
R0510 | Google Rewards TV | Watch TV content, answer questions, earn credit | Other Online
R0511 | Netflix Paid Tagging | Apply for Netflix tagging position, tag content | Other Online
R0512 | Viggle | Check in while watching TV, earn points | Other Online
R0513 | CheckPoints TV | Watch TV content, check in, earn points | Other Online
R0514 | Perk TV | Watch sponsored videos, earn points | Other Online
R0515 | AppNana Daily Login | Open app daily, earn nanas | Other Online
R0516 | FeaturePoints Daily Check | Open app daily, earn bonus points | Other Online
R0517 | Lootup Daily Bonus | Open app daily, earn bonus points | Other Online
R0518 | Idle-Empire Daily | Open site daily, earn bonus points | Other Online
R0519 | Reward XP Daily | Open site daily, earn bonus XP | Other Online
R0520 | GrabPoints Daily | Open site daily, earn bonus points | Other Online
R0521 | ySense Daily Bonus | Complete daily checklist, earn bonus | Other Online
R0522 | PrizeRebel Daily | Open site daily, earn bonus points | Other Online
R0523 | Toluna Daily | Complete daily activities, earn bonus points | Other Online
R0524 | Shopkick Walk-in | Open app in participating store, earn kicks | Other Online
R0525 | Shopkick Scan | Scan product barcodes in stores, earn kicks | Other Online
R0526 | Fetch Daily Receipt | Scan any receipt daily, earn points | Other Online
R0527 | Receipt Hog Daily | Scan any receipt daily, earn coins | Other Online
R0528 | CoinOut Daily | Scan any receipt daily, earn cash back | Other Online
R0529 | Ibotta Daily Scan | Scan grocery receipts, earn cash back on qualifying products | Other Online
R0530 | Rakuten In-Store Daily | Link card, shop at participating stores, earn cash back | Other Online
R0531 | Dosh Daily | Link card, shop at participating merchants, earn cash back | Other Online
R0532 | Drop Daily | Link card, shop at featured merchants, earn points | Other Online
R0533 | Bumped Daily | Link card, shop at participating stores, earn stock | Other Online
R0534 | Pogo App | Link bank, shop normally, earn points passively | Other Online
R0535 | Fluz App | Link card, shop via Fluz, earn cash back | Other Online
R0220 | Prolific | Sign up, complete profile, participate in studies | Research Study
R0221 | UserTesting | Apply, pass practice test, take tests | Research Study
R0310 | Energy Star Rebates | Search Energy Star rebate finder, apply for rebates on qualifying purchases | Rebate/Incentive
R0311 | Department of Energy Incentives | Search DOE incentive database, apply for home energy upgrade incentives | Rebate/Incentive
R0312 | Utility Rebate Programs | Contact local utility, apply for rebate on qualifying efficiency upgrades | Rebate/Incentive
R0313 | Local EV Charger Incentives | Search local/state programs, apply for EV charger installation rebate | Rebate/Incentive
R0314 | Water Conservation Incentives | Contact water utility, apply for rebate on water-saving fixtures | Rebate/Incentive
R0315 | Smart Thermostat Rebates | Search local utility, purchase qualifying thermostat, apply for rebate | Rebate/Incentive
R0316 | Heat Pump Rebates | Search federal/state programs, apply for rebate or tax credit | Rebate/Incentive
R0317 | Solar Tax Credit | Install solar, claim tax credit on federal tax return | Rebate/Incentive
R0318 | Insulation Rebates | Search programs, complete qualifying insulation upgrade, apply for rebate | Rebate/Incentive
R0319 | Electric Appliance Rebates | Search local/state programs, purchase qualifying electric appliance, apply | Rebate/Incentive
R0320 | Cooling Rebate Programs | Search local utility, purchase qualifying system, apply for rebate | Rebate/Incentive
R0321 | Lighting Rebate Programs | Search local utility, purchase qualifying LED fixtures, apply for rebate | Rebate/Incentive
R0322 | State Energy Office Programs | Search state energy office website, apply for available programs | Rebate/Incentive
R0323 | Low-Income Home Energy Assistance (LIHEAP) | Apply through state LIHEAP office with income documentation | Rebate/Incentive
R0324 | Weatherization Assistance Program | Apply through state weatherization office with income documentation | Rebate/Incentive
R0410 | BetaTesting | Sign up, match with tests, provide structured feedback | Beta Testing
R0411 | ErliBird | Sign up, match with tests, provide feedback | Beta Testing
R0412 | Centercode | Apply, get selected, test products, provide detailed feedback | Beta Testing
R0413 | Testbirds | Sign up, complete screener, take tests | Beta Testing
R0414 | Ubertesters | Sign up, match with tests, provide feedback | Beta Testing
R0415 | BetaFamily | Apply for beta tests, test apps, provide feedback | Beta Testing
R0416 | UserBob | Sign up, complete short usability tests, record screen + voice | Beta Testing
R0417 | Ferrox | Sign up, match with tests, provide feedback | Beta Testing
R0418 | BetaBound | Sign up, match with beta tests, provide feedback | Beta Testing
R0419 | Prefinery | Sign up, match with tests, provide feedback | Beta Testing
R0222 | Userlytics | Sign up, pass screener, complete recorded tests | Research Study
R0223 | Userbrain | Pass tester onboarding, complete tests | Research Study
R0224 | UserCrowd | Sign up, complete short design feedback tasks | Research Study
R0225 | Trymata | Sign up, complete usability tests | Research Study
R0226 | PlaytestCloud | Apply as tester, get matched, play and record feedback | Research Study
R0227 | dscout | Apply, get accepted to missions, complete field research | Research Study
R0228 | Respondent | Create profile, apply to studies, participate in interviews | Research Study
R0229 | User Interviews | Create profile, apply to studies, participate in interviews | Research Study
R0230 | CloudResearch Connect | Create profile, match with studies, participate | Research Study
R0231 | FocusGroup.com | Create profile, match with focus groups, participate | Research Study
R0232 | Sago (formerly Schlesinger) | Create profile, match with studies, participate | Research Study
R0233 | L&E Research | Create profile, match with studies, participate | Research Study
R0234 | Fieldwork (Field Nation) | Create profile, match with studies, participate in-person or online | Research Study
R0235 | 20|20 Panel | Create profile, match with studies, participate | Research Study
R0236 | WatchLab | Create profile, match with studies, participate | Research Study
R0237 | Mindswarms | Apply to studies, record video responses to questions | Research Study
R0238 | IntelliZoom | Sign up, complete screener, take usability tests | Research Study
R0239 | UserZoom | Sign up, complete screener, take usability tests | Research Study
R0240 | BetaTesting | Sign up, match with tests, provide structured feedback | Research Study
R0241 | ErliBird | Sign up, match with tests, provide feedback | Research Study
R0242 | Centercode | Apply, get selected, test products, provide detailed feedback | Research Study
R0243 | Testbirds | Sign up, complete screener, take tests | Research Study
R0244 | Ubertesters | Sign up, match with tests, provide feedback | Research Study
R0016 | Robinhood | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
R0285 | FocusGroup.com | Create profile, match with focus groups, participate | Focus Group
R0286 | L&E Research | Create profile, match with studies, participate | Focus Group
R0287 | Fieldwork | Create profile, match with studies, participate | Focus Group
R0288 | 20|20 Panel | Create profile, match with studies, participate | Focus Group
R0289 | WatchLab | Create profile, match with studies, participate | Focus Group
R0290 | Mindswarms | Apply to studies, record video responses | Focus Group
R0291 | eJury | Sign up, review case materials, submit verdict | Focus Group
R0292 | OnlineVerdict | Sign up, review case materials, submit verdict | Focus Group
R0293 | JuryTest | Sign up, review case materials, submit feedback | Focus Group
R0294 | Virtual Jury | Sign up, review case materials, submit verdict | Focus Group
R0017 | Webull | Open account, verify identity, fund with qualifying deposit, hold for required period | Brokerage Promo
